0.550000,0.0000002,1.000000,-2.000000
0.600000,0.029071,1.000000,-1.739898
0.650000,0.065559,1.000000,-1.621421
0.700000,0.106677,1.000000,-1.568289
0.750000,0.148746,1.000000,-1.548612
0.800000,0.189288,1.000000,-1.547186
0.850000,0.227416,1.000000,-1.556365
0.900000,0.263083,1.000000,-1.572194
0.950000,0.296437,1.000000,-1.592593
1.000000,0.327566,1.000000,-1.616439
1.050000,0.356467,1.000000,-1.643086
1.100000,0.383072,1.000000,-1.672126
1.150000,0.407278,1.000000,-1.703257
1.200000,0.428967,1.000000,-1.736230
1.250000,0.448021,1.000000,-1.770814
1.300000,0.464330,1.000000,-1.806786
1.350000,0.477797,1.000000,-1.843918
1.400000,0.488341,1.000000,-1.881985
1.450000,0.496127,1.000000,-1.920887
1.500000,0.500644,1.000000,-1.960115
1.550000,0.502094,1.000000,-1.999571
1.600000,0.500467,1.000000,-2.039012
1.650000,0.495772,1.000000,-2.078199
1.700000,0.488035,1.000000,-2.116894
1.750000,0.477304,1.000000,-2.154860
1.800000,0.463642,1.000000,-2.191864
1.850000,0.447133,1.000000,-2.227682
1.900000,0.427878,1.000000,-2.262094
1.950000,0.405994,1.000000,-2.294889
2.000000,0.381614,1.000000,-2.325866
2.050000,0.354889,1.000000,-2.354834
2.100000,0.325981,1.000000,-2.381617
2.150000,0.295068,1.000000,-2.406049
2.200000,0.262339,1.000000,-2.427979
2.250000,0.227997,1.000000,-2.447272
2.300000,0.192250,1.000000,-2.463809
2.350000,0.155321,1.000000,-2.477487
2.400000,0.117435,1.000000,-2.488222
2.450000,0.078827,1.000000,-2.495948
2.500000,0.039733,1.000000,-2.500615
2.550000,0.000395,1.000000,-2.502194
2.600000,-0.038945,1.000000,-2.500675
2.650000,-0.078044,1.000000,-2.496068
2.700000,-0.116661,1.000000,-2.488402
2.750000,-0.154558,1.000000,-2.477722
2.800000,-0.191502,1.000000,-2.464096
2.850000,-0.227263,1.000000,-2.447608
2.900000,-0.261624,1.000000,-2.428361
2.950000,-0.294371,1.000000,-2.406473
3.000000,-0.325303,1.000000,-2.382080
3.050000,-0.354231,1.000000,-2.355333
3.100000,-0.380976,1.000000,-2.326397
3.150000,-0.405375,1.000000,-2.295451
3.200000,-0.427277,1.000000,-2.262684
3.250000,-0.446550,1.000000,-2.228301
3.300000,-0.463074,1.000000,-2.192510
3.350000,-0.476749,1.000000,-2.155533
3.400000,-0.487493,1.000000,-2.117596
3.450000,-0.495240,1.000000,-2.078932
3.500000,-0.499943,1.000000,-2.039778
3.550000,-0.501574,1.000000,-2.000372
3.600000,-0.500127,1.000000,-1.960956
3.650000,-0.495609,1.000000,-1.921770
3.700000,-0.488051,1.000000,-1.883053
3.750000,-0.477501,1.000000,-1.845041
3.800000,-0.464026,1.000000,-1.807963
3.850000,-0.447709,1.000000,-1.772046
3.900000,-0.428652,1.000000,-1.737506
3.950000,-0.406975,1.000000,-1.704553
4.000000,-0.382811,1.000000,-1.673387
4.050000,-0.356306,1.000000,-1.644195
4.100000,-0.327623,1.000000,-1.617157
4.150000,-0.296931,1.000000,-1.592439
4.200000,-0.264409,1.000000,-1.570195
4.250000,-0.230240,1.000000,-1.550571
4.300000,-0.194608,1.000000,-1.533698
4.350000,-0.157699,1.000000,-1.519693
4.400000,-0.119699,1.000000,-1.508660
4.450000,-0.080802,1.000000,-1.500683
4.500000,-0.041225,1.000000,-1.495821

